SaleDate,ProductID,WarehouseID,UnitsSold,Revenue
2025-03-27,P188,W5,16,3648
2024-10-06,P154,W8,36,12060
2025-09-24,P169,W4,29,11107
2024-07-19,P115,W8,38,93290
2025-04-25,P168,W1,9,17685
2025-06-02,P122,W9,44,13684
2024-04-27,P118,W1,9,16713
2025-04-24,P138,W1,11,26983
2024-12-18,P129,W2,13,17368
2024-03-17,P126,W3,7,12719
2025-04-08,P157,W10,14,20118
2025-03-07,P162,W7,16,27936
2024-01-09,P179,W6,5,2070
2024-12-31,P185,W3,15,8805
2024-10-19,P124,W6,35,54145
2025-03-27,P104,W5,47,93671
2025-08-12,P121,W1,36,58932
2025-02-18,P122,W8,10,11410
2024-12-31,P141,W6,21,27510
2024-01-12,P149,W7,12,7392
2025-05-10,P128,W1,21,7077
2024-01-29,P182,W6,46,63204
2025-07-05,P111,W5,6,14406
2025-03-06,P181,W10,25,34475
2025-03-06,P140,W3,36,7956
2025-01-31,P172,W10,17,13668
2024-01-30,P143,W7,33,56034
2024-12-01,P194,W4,35,22015
2024-11-06,P131,W8,33,35673
2025-02-24,P190,W8,19,5643
2025-11-03,P148,W10,42,76230
2024-07-07,P143,W4,36,47844
2024-11-30,P160,W2,35,31220
2025-09-11,P167,W2,42,82782
2024-12-21,P150,W9,33,61347
2024-06-18,P193,W1,20,10280
2025-08-29,P145,W9,31,44702
2025-06-25,P174,W3,7,4676
2025-10-22,P164,W5,13,20358
2025-12-22,P191,W10,31,38130
2025-11-13,P157,W6,17,17731
2024-12-20,P149,W1,20,9740
2025-10-08,P192,W10,6,5178
2024-11-02,P155,W3,16,21040
2024-11-30,P171,W2,24,42384
2025-10-16,P159,W4,11,3201
2024-04-04,P131,W5,12,19524
2025-04-01,P164,W10,35,5635
2024-11-24,P139,W7,30,38430
2025-08-12,P147,W7,33,76923
2025-04-11,P189,W9,24,30600
2024-07-20,P174,W6,29,4524
2025-06-14,P174,W7,9,10719
2025-12-01,P158,W2,24,21168
2024-05-12,P124,W5,2,780
2024-03-16,P155,W8,42,8820
2024-09-30,P114,W4,38,68590
2025-08-13,P160,W9,1,1435
2025-12-30,P187,W10,43,99158
2025-03-23,P138,W3,16,21232
2024-10-12,P123,W10,18,32688
2024-11-30,P107,W9,12,9696
2025-02-18,P197,W7,26,35984
2024-11-24,P154,W8,28,52220
2024-07-27,P183,W5,10,12670
2025-02-07,P122,W7,1,1071
2024-06-28,P117,W9,37,39035
2024-12-10,P155,W9,48,74736
2024-04-12,P121,W8,37,49987
2025-01-07,P127,W1,20,44640
2025-09-06,P179,W10,17,37162
2025-04-23,P149,W4,27,36396
2024-02-23,P149,W10,40,90880
2024-12-18,P127,W5,9,4806
2024-06-03,P171,W8,18,18432
2024-12-08,P191,W3,45,73440
2025-08-12,P115,W2,2,2680
2024-01-10,P105,W5,27,67176
2025-04-04,P199,W2,48,74208
2025-08-14,P114,W1,25,29800
2024-05-06,P185,W5,43,56717
2024-05-18,P181,W7,4,2896
2025-02-12,P141,W1,43,26918
2024-02-20,P166,W3,8,3560
2025-07-29,P159,W6,44,95128
2025-08-04,P115,W6,15,19860
2024-02-25,P103,W8,46,45356
2024-05-14,P114,W6,4,1644
2024-11-22,P200,W2,19,10944
2024-01-28,P155,W5,45,80415
2025-06-08,P126,W4,28,8988
2025-04-14,P102,W10,42,54852
2025-09-04,P114,W10,4,2888
2024-01-31,P193,W3,30,30090
2024-08-31,P138,W1,19,19399
2025-07-12,P182,W9,8,8032
2024-02-22,P156,W3,31,69936
2025-12-28,P115,W1,20,16500
2025-08-16,P125,W10,2,2314
2024-01-19,P166,W3,12,11988
2025-07-03,P159,W8,19,26942
2025-08-20,P166,W9,20,17820
2024-01-10,P125,W2,12,9036
2024-01-27,P130,W9,2,3926
2024-06-24,P159,W10,16,37920
2025-10-06,P124,W10,4,5172
2025-08-27,P172,W10,35,80920
2025-07-20,P167,W4,12,6156
2025-05-24,P196,W10,11,3322
2025-10-16,P198,W9,18,4302
2024-03-16,P138,W8,29,28275
2024-05-08,P193,W7,32,56128
2025-02-04,P133,W8,13,26013
2024-03-15,P101,W1,17,24004
2025-10-01,P196,W10,10,17960
2025-01-09,P122,W1,37,75628
2024-05-18,P155,W10,36,39132
2025-06-03,P152,W1,5,11925
2024-06-19,P174,W5,12,7056
2024-06-11,P118,W7,41,21894
2024-11-13,P189,W10,45,60660
2024-01-06,P200,W9,5,10360
2025-07-18,P123,W9,1,416
2025-06-27,P103,W6,42,44772
2025-05-13,P124,W9,15,1800
2025-11-14,P104,W8,17,23647
2024-08-21,P128,W3,45,15255
2025-10-30,P162,W9,26,29120
2025-08-06,P106,W4,23,54234
2024-03-26,P105,W1,17,28628
2025-09-05,P152,W3,31,54467
2024-07-16,P168,W1,17,14433
2025-04-02,P198,W8,36,15084
2024-01-22,P137,W8,17,29971
2024-11-17,P182,W9,16,29136
2025-09-11,P130,W5,29,17719
2024-12-05,P192,W5,38,71668
2025-08-02,P111,W1,21,34776
2025-02-11,P122,W9,39,34827
2024-09-04,P140,W4,40,15000
2024-10-26,P165,W9,20,10120
2025-01-19,P186,W7,10,2140
2024-12-19,P117,W6,20,39780
2024-12-14,P141,W1,28,5516
2025-12-23,P114,W7,26,58656
2024-11-20,P136,W3,22,37642
2025-01-09,P110,W3,7,12005
2025-12-28,P152,W10,3,1452
2025-07-30,P115,W5,31,75299
2025-05-06,P199,W9,9,13032
2025-08-09,P161,W1,8,15272
2025-06-13,P149,W8,41,24600
2024-12-15,P132,W9,41,24231
2025-08-19,P173,W10,21,38514
2024-04-04,P190,W7,34,13770
2024-11-16,P113,W5,30,52650
2025-11-24,P179,W1,35,25690
2024-05-04,P122,W7,14,24416
2025-04-03,P200,W4,7,12061
2024-02-14,P179,W3,45,20205
2025-11-06,P103,W5,12,17484
2025-08-05,P127,W6,9,9270
2024-11-24,P103,W2,9,21168
2025-04-16,P134,W3,1,2452
2025-06-15,P165,W1,10,20290
2025-10-19,P103,W6,14,28910
2024-05-15,P153,W4,12,2364
2025-11-17,P177,W3,8,1248
2025-06-27,P115,W9,15,17535
2024-12-27,P181,W7,26,27664
2024-11-08,P181,W4,18,19296
2024-09-14,P158,W6,32,14496
2025-02-25,P183,W7,2,2648
2024-06-10,P158,W5,21,27510
2024-09-05,P193,W1,13,20722
2025-07-13,P151,W4,27,34614
2025-02-12,P136,W1,33,61347
2025-07-09,P125,W5,2,4146
2024-03-23,P138,W9,6,10932
2024-10-01,P126,W1,39,79170
2024-02-18,P155,W7,40,81480
2025-03-05,P178,W3,22,34672
2025-01-16,P188,W6,26,23478
2025-11-01,P182,W2,38,74556
2024-10-31,P133,W1,21,35889
2025-10-05,P124,W5,20,16160
2025-06-29,P139,W1,24,34872
2024-05-29,P161,W7,28,14980
2024-07-29,P102,W4,8,13184
2025-10-15,P102,W6,41,48995
2024-08-24,P177,W10,47,44133
2024-01-19,P106,W4,15,16005
2025-08-13,P184,W2,44,54780
2025-11-25,P148,W5,35,13860
2024-12-09,P144,W4,49,36946
2025-07-30,P113,W9,47,11139
2024-04-17,P135,W2,37,27824
2025-09-05,P140,W4,8,8720
2025-03-09,P156,W6,12,27036
2024-12-24,P180,W3,13,22620
2024-10-12,P140,W8,15,3150
2025-01-08,P106,W2,1,199
2024-09-07,P101,W7,28,3332
2024-11-04,P164,W5,42,9828
2025-02-06,P166,W1,37,26899
2024-02-27,P118,W4,1,1990
2025-12-07,P160,W5,24,16512
2025-03-31,P148,W2,1,908
2024-04-16,P190,W8,24,40512
2025-12-25,P143,W4,14,23772
2024-02-27,P139,W4,21,28539
2024-02-12,P194,W2,29,12876
2024-07-14,P118,W5,38,4066
2025-05-23,P147,W2,47,32101
2024-12-16,P178,W3,5,3840
2024-03-14,P134,W6,35,59220
2025-04-28,P184,W10,24,47688
2024-06-23,P117,W6,26,52936
2024-08-17,P138,W2,27,43524
2024-11-01,P187,W8,35,85505
2025-10-05,P186,W3,33,40062
2024-10-14,P172,W3,28,41692
2025-03-12,P167,W3,43,20167
2024-10-05,P191,W3,12,18048
2024-12-08,P104,W6,29,44399
2025-06-13,P168,W4,31,11749
2024-02-04,P172,W8,27,53676
2025-12-23,P175,W4,30,72390
2024-10-05,P178,W3,22,51612
2024-08-23,P167,W8,7,9107
2025-04-27,P129,W3,7,17458
2025-01-27,P179,W8,28,18508
2024-09-16,P155,W1,31,46097
2024-09-23,P183,W2,6,9288
2024-04-03,P137,W1,15,14280
2024-03-08,P176,W10,13,8554
2024-09-18,P189,W6,40,32840
2025-12-21,P200,W7,10,3510
2024-02-02,P125,W6,18,33444
2025-02-13,P137,W2,18,36054
2024-11-07,P122,W4,22,34760
2025-04-04,P106,W6,12,7428
2025-04-26,P134,W9,18,18792
2024-08-20,P112,W6,37,14763
2025-01-18,P158,W8,14,30744
2025-04-24,P194,W7,10,5430
2024-04-09,P198,W6,2,4508
2025-08-09,P188,W8,25,39150
2025-12-25,P149,W3,14,5488
2024-05-28,P198,W10,23,50117
2025-03-20,P168,W8,35,33040
2024-08-28,P166,W10,14,8736
2024-02-28,P136,W5,13,17706
2024-01-10,P182,W6,5,8095
2025-07-10,P176,W8,8,13280
2024-11-22,P111,W1,17,31467
2024-11-02,P189,W5,42,51366
2024-09-11,P148,W2,10,17250
2025-04-28,P129,W6,18,28458
2024-07-15,P101,W7,37,49987
2024-01-14,P140,W3,35,76930
2025-06-20,P133,W3,35,62895
2024-11-09,P150,W7,37,35631
2025-11-18,P125,W3,15,12510
2024-10-18,P123,W7,47,62510
2024-10-27,P190,W9,9,4158
2024-11-19,P114,W6,45,19980
2025-02-08,P137,W9,13,6903
2024-04-07,P158,W10,22,14564
2024-03-11,P179,W3,31,55676
2024-02-10,P123,W2,7,17192
2024-06-17,P146,W6,22,15158
2025-04-22,P175,W2,19,30153
2025-07-16,P125,W1,9,16731
2025-10-28,P125,W7,47,18659
2025-09-21,P115,W10,29,34713
2025-01-08,P159,W6,22,18502
2024-09-09,P117,W7,8,8496
2025-01-23,P101,W7,48,42432
2025-03-20,P177,W3,23,9752
2024-08-18,P175,W8,12,9600
2024-09-27,P127,W8,31,70184
2025-02-25,P108,W5,22,27170
2025-05-27,P177,W4,32,6240
2024-12-24,P145,W3,2,3878
2025-01-19,P118,W5,15,24975
2024-05-21,P159,W1,32,53024
2024-05-16,P181,W1,44,23188
2025-03-02,P177,W8,39,43056
2025-11-03,P154,W10,8,17864
2025-04-28,P125,W8,9,4941
2024-12-10,P154,W9,38,8132
2025-07-26,P185,W3,25,2725
2025-07-16,P193,W7,22,14498
2025-07-03,P125,W7,45,46305
2025-06-30,P183,W7,49,53802
2024-06-12,P136,W7,45,17865
2024-09-15,P135,W7,18,34308
2024-02-22,P191,W2,49,12250
2024-08-20,P184,W9,39,68757
2024-04-22,P135,W8,43,18017
2025-08-14,P140,W9,35,85785
2024-07-10,P190,W3,49,65219
2024-09-10,P133,W10,48,10752
2024-07-05,P178,W3,12,3120
2024-07-25,P129,W9,28,69300
2025-04-15,P107,W10,39,25818
2024-06-28,P171,W9,19,45448
2025-06-04,P121,W3,38,65816
2025-06-03,P182,W9,26,42302
2025-08-05,P135,W3,25,36650
2024-06-01,P154,W3,30,49050
2024-02-29,P133,W4,45,103185
2024-03-24,P164,W4,24,3456
2024-05-20,P108,W8,49,20090
2025-01-09,P130,W2,12,29052
2024-12-27,P143,W4,28,62020
2024-07-03,P116,W7,48,113424
2024-01-24,P155,W9,3,7212
2024-03-25,P131,W5,13,13468
2024-06-19,P191,W9,41,6683
2024-03-22,P186,W7,28,38948
2025-05-10,P154,W10,38,12578
2025-07-16,P134,W2,8,13528
2024-11-06,P145,W5,16,7344
2025-10-20,P199,W7,42,91728
2025-10-22,P188,W8,47,64719
2024-01-06,P168,W6,30,44730
2025-05-21,P134,W7,38,93632
2024-07-20,P180,W10,16,2432
2024-10-11,P154,W7,9,4617
2024-11-05,P122,W6,21,26607
2024-03-14,P165,W2,23,54625
2024-03-22,P139,W7,5,1115
2025-01-14,P102,W6,18,39942
2025-12-24,P154,W7,24,12312
2025-12-27,P144,W4,26,63024
2024-09-16,P120,W2,23,31326
2024-08-30,P128,W3,16,5072
2025-06-11,P188,W4,18,44910
2024-07-06,P175,W7,1,1026
2025-08-07,P189,W1,6,12198
2025-08-08,P119,W8,15,6375
2025-11-24,P112,W6,2,570
2025-11-17,P128,W3,21,32886
2024-02-25,P174,W8,16,20000
2025-04-25,P106,W9,6,4944
2025-04-15,P125,W5,48,85488
2024-11-08,P155,W8,10,11900
2025-05-31,P111,W4,11,24915
2024-01-22,P151,W3,40,15680
2025-05-17,P159,W8,39,56238
2024-05-23,P148,W10,33,32043
2024-07-24,P197,W3,42,31374
2024-02-29,P142,W5,4,4048
2025-04-05,P148,W5,28,27692
2024-05-04,P136,W7,37,88171
2025-12-25,P183,W9,20,41680
2025-10-11,P199,W5,28,63084
2025-02-06,P152,W5,48,111984
2025-12-05,P182,W5,49,49196
2025-01-01,P130,W9,4,9556
2024-01-28,P150,W3,13,4134
2025-03-08,P122,W6,29,14935
2025-03-30,P132,W8,24,49848
2025-01-11,P150,W2,43,60114
2025-01-06,P133,W9,2,2722
2025-06-02,P184,W4,11,25542
2025-10-27,P189,W10,21,15141
2025-12-07,P186,W4,33,32538
2024-09-03,P152,W4,12,5364
2025-11-25,P186,W10,29,12760
2024-09-29,P139,W1,46,18676
2024-06-23,P200,W2,45,7650
2024-04-28,P115,W1,22,16082
2025-02-10,P160,W4,25,16000
2024-04-02,P150,W1,48,97152
2024-06-01,P145,W9,18,27630
2025-01-13,P113,W10,42,18648
2025-10-02,P152,W7,31,44702
2024-06-23,P159,W4,49,11074
2024-11-11,P123,W7,4,540
2025-05-13,P157,W3,27,10827
2025-09-25,P102,W3,22,31856
2025-10-07,P193,W4,40,64400
2024-07-11,P199,W3,35,71925
2025-04-11,P137,W9,24,52944
2025-09-15,P195,W8,9,14355
2025-11-06,P142,W10,29,20880
2025-01-18,P153,W1,10,14470
2025-09-28,P103,W4,36,81540
2025-10-26,P136,W10,12,20040
2025-09-04,P199,W5,22,2904
2025-12-17,P109,W1,13,21554
2025-06-23,P131,W5,31,70711
2024-10-27,P149,W4,16,31072
2024-02-21,P101,W3,11,7326
2024-11-19,P155,W1,21,8484
2025-07-12,P164,W1,18,32184
2025-08-31,P134,W8,11,17182
2024-08-18,P162,W4,41,32718
2025-07-19,P125,W9,25,16250
2024-09-27,P176,W7,12,13980
2024-04-01,P140,W4,44,80740
2024-06-24,P114,W6,42,64722
2025-05-01,P128,W3,24,50136
2024-02-11,P184,W9,11,22176
2025-05-28,P200,W5,19,30096
2025-10-08,P174,W9,33,72303
2024-02-21,P125,W2,19,12388
2024-01-04,P192,W9,49,92708
2025-01-21,P190,W1,47,7661
2024-12-05,P111,W9,11,18293
2025-05-15,P113,W7,18,27900
2024-01-27,P156,W6,16,34816
2024-02-28,P162,W4,13,12337
2024-12-31,P189,W2,8,19144
2024-06-06,P156,W6,31,11098
2024-06-14,P128,W4,23,50853
2024-01-13,P187,W7,26,12740
2025-07-22,P114,W5,42,93492
2024-04-17,P184,W8,33,14850
2024-09-12,P153,W8,32,43584
2024-03-15,P187,W6,45,11160
2025-02-08,P198,W4,27,33939
2024-03-30,P116,W8,33,76065
2025-11-10,P182,W7,44,85844
2024-03-28,P110,W1,37,83435
2025-05-20,P178,W9,34,78778
2024-07-03,P120,W7,33,61677
2024-11-11,P158,W2,44,37576
2024-08-25,P150,W6,1,1519
2025-09-03,P130,W10,7,10962
2024-09-27,P118,W4,30,63930
2024-02-26,P188,W3,34,11662
2025-09-04,P116,W6,39,4407
2025-07-14,P172,W2,43,72111
2025-09-26,P113,W6,46,68908
2024-08-21,P192,W7,11,15378
2025-02-13,P136,W1,18,42768
2024-08-20,P111,W7,7,10395
2025-12-24,P148,W1,12,16272
2025-04-23,P112,W9,37,44141
2025-11-27,P122,W3,12,11340
2025-01-06,P145,W10,17,37281
2024-06-03,P180,W7,49,48314
2025-11-11,P199,W7,39,39039
2024-12-01,P142,W9,1,1202
2025-03-31,P191,W10,16,14944
2024-12-14,P185,W5,25,36725
2025-05-03,P155,W5,17,2941
2024-02-20,P108,W5,37,63048
2025-05-02,P127,W4,46,87400
2024-06-09,P135,W3,40,7960
2025-12-21,P179,W10,17,26418
2024-02-15,P116,W5,28,12656
2024-02-21,P101,W8,25,27075
2024-07-18,P143,W7,2,3808
2024-09-16,P194,W1,13,27209
2024-08-25,P189,W7,28,33096
2025-05-01,P138,W2,36,18540
2025-11-16,P185,W9,30,49710
2024-03-08,P100,W8,25,59375
2025-03-06,P107,W6,42,62160
2025-02-28,P195,W4,32,4160
2025-03-01,P176,W9,4,8696
2025-09-30,P141,W6,14,3374
2025-06-02,P175,W3,6,3960
2024-05-13,P129,W3,31,30876
2024-04-02,P184,W9,15,14535
2025-03-02,P184,W10,25,52200
2024-10-17,P126,W3,9,1188
2025-04-29,P137,W8,13,8177
2025-07-16,P145,W10,27,38232
2025-12-11,P189,W8,3,4323
2024-01-31,P148,W10,20,8660
2025-10-18,P187,W4,16,37472
2025-10-27,P164,W9,25,36375
2025-04-12,P151,W4,25,2775
2024-11-27,P154,W2,38,77710
2025-05-08,P129,W7,31,62682
2025-12-06,P172,W6,8,7512
2024-08-02,P188,W5,48,8016
2024-05-15,P118,W7,8,2168
2025-01-02,P166,W9,41,22837
2024-12-22,P111,W5,34,51816
2024-06-26,P182,W6,42,9072
2025-12-07,P180,W7,34,13498
2025-01-07,P145,W8,29,48024
2024-02-15,P124,W9,15,25800
2024-01-04,P132,W4,15,7485
2024-11-21,P143,W3,20,49800
2025-04-23,P150,W6,27,28350
2024-01-29,P127,W2,35,3850
2024-09-28,P108,W10,24,37944
2025-10-15,P186,W4,35,37380
2025-10-12,P130,W4,22,45804
2025-03-01,P120,W6,13,4277
2024-08-29,P190,W4,30,45210
2024-05-19,P113,W2,8,13912
2024-09-30,P169,W1,41,64124
2024-03-12,P149,W6,30,18510
2025-10-23,P156,W7,27,10746
2024-02-22,P139,W2,41,91594
2025-03-06,P154,W7,34,23188
2025-02-01,P191,W1,42,45654
2024-03-05,P195,W8,47,44086
2024-04-02,P127,W3,28,63140
2025-12-30,P152,W9,34,27812
2025-02-15,P111,W5,11,8789
2025-03-15,P138,W3,44,72512
2025-12-06,P151,W3,22,37312
2025-02-19,P200,W4,34,10982
2025-03-31,P167,W9,43,96664
2024-01-07,P168,W5,24,28008
2025-06-22,P196,W10,10,18150
2025-04-23,P135,W1,20,6820
2025-04-04,P142,W2,18,29592
2025-11-14,P111,W7,45,21015
2024-10-20,P153,W6,12,3420
2024-04-27,P113,W3,7,7245
2024-10-08,P162,W10,22,16038
2025-12-04,P180,W3,8,19744
2025-12-17,P187,W1,49,67375
2025-09-17,P134,W3,42,12096
2024-06-06,P168,W6,6,6780
2025-03-06,P118,W3,2,4294
2024-02-13,P171,W6,9,19260
2025-12-07,P146,W3,29,9483
2024-12-17,P129,W1,14,16576
2024-11-09,P109,W1,28,40040
2025-01-07,P119,W5,27,65691
2024-04-05,P108,W9,46,21298
2024-10-18,P125,W2,13,20059
2025-02-05,P162,W4,6,12816
2025-07-21,P176,W2,35,21910
2024-06-21,P143,W7,2,1964
2025-11-09,P146,W9,9,3897
2024-07-02,P127,W10,7,7658
2025-02-14,P156,W4,20,3640
2024-11-25,P156,W4,7,3969
2024-01-10,P152,W9,19,38608
2024-03-13,P105,W10,47,23124
2024-01-29,P123,W9,18,15174
2025-10-25,P151,W7,48,106512
2025-08-01,P136,W5,44,66572
2025-05-06,P106,W5,5,11195
2024-10-14,P151,W9,3,1551
2025-07-02,P157,W5,36,51696
2025-11-19,P140,W10,30,58050
2024-05-16,P191,W8,5,6060
2024-02-12,P198,W9,23,10212
2024-10-07,P133,W1,23,42872
2025-02-14,P158,W10,9,21897
2025-07-18,P181,W4,1,802
2024-12-08,P155,W3,12,6792
2025-11-04,P103,W5,12,24648
2025-08-07,P137,W5,48,53808
2025-03-14,P182,W10,13,21229
2025-06-26,P189,W2,14,19642
2025-09-22,P193,W7,1,1550
2025-06-01,P181,W9,7,6594
2025-08-12,P118,W6,35,10570
2025-10-24,P116,W9,15,27765
2024-07-05,P119,W1,38,44726
2024-09-14,P159,W1,45,75285
2025-03-03,P192,W10,19,23902
2024-12-18,P158,W9,12,29544
2024-04-22,P200,W4,1,1204
2025-10-19,P193,W9,16,25536
2025-01-23,P194,W7,12,14376
2025-09-25,P187,W9,3,3903
2025-11-21,P187,W2,41,86223
2024-10-22,P157,W4,16,5760
2024-08-07,P158,W3,13,11323
2025-03-20,P177,W10,16,32080
2024-08-05,P191,W1,15,29760
2025-08-01,P137,W3,30,58470
2024-07-18,P176,W10,35,63315
2025-07-17,P115,W3,11,22495
2025-05-31,P104,W5,38,93822
2024-10-25,P164,W9,46,92322
2024-08-05,P147,W8,7,12635
2024-08-18,P188,W5,49,83202
2025-07-12,P186,W9,49,54635
2025-04-19,P176,W3,40,77240
2025-02-15,P192,W7,1,2408
2024-05-07,P169,W1,36,71244
2024-11-12,P135,W10,19,30267
2024-10-27,P200,W4,34,24548
2025-06-20,P147,W6,32,25856
2025-10-06,P188,W8,10,16920
2025-10-14,P175,W1,37,68598
2025-07-14,P197,W7,46,80868
2025-08-14,P105,W4,26,52884
2025-09-14,P149,W9,28,4312
2024-04-06,P118,W5,38,94316
2025-10-07,P141,W6,19,16245
2025-12-10,P127,W5,15,32295
2025-04-26,P115,W1,5,6980
2025-11-16,P114,W10,31,74710
2024-12-04,P166,W3,48,50544
2024-05-15,P141,W7,18,5382
2024-02-25,P126,W3,13,19825
2024-03-05,P107,W6,42,39984
2025-08-06,P158,W10,35,83265
2024-01-24,P171,W8,12,8964
2024-05-21,P154,W4,37,79328
2025-02-06,P149,W5,44,50556
2024-06-06,P116,W1,9,3357
2024-10-23,P133,W1,44,74844
2025-08-15,P160,W1,49,25529
2024-01-09,P110,W5,39,26871
2024-12-18,P134,W8,7,7189
2025-03-22,P105,W7,3,771
2024-06-25,P149,W5,23,45540
2025-04-24,P164,W5,27,38583
2025-10-01,P157,W7,13,4329
2024-09-17,P150,W3,24,50904
2024-01-15,P116,W5,31,75020
2024-02-11,P150,W7,3,1716
2025-05-01,P189,W9,21,40362
2025-07-02,P173,W6,47,24393
2024-11-01,P183,W2,45,32445
2025-10-03,P138,W9,46,40756
2025-05-26,P134,W1,11,20812
2024-08-08,P168,W6,13,13117
2025-01-30,P129,W2,41,64821
2024-11-03,P196,W3,39,19383
2024-07-08,P160,W10,13,32357
2024-03-28,P149,W10,4,7048
2025-04-22,P111,W4,30,25530
2025-04-05,P101,W4,15,8880
2025-11-16,P150,W4,49,108829
2025-02-23,P122,W1,29,22620
2024-11-01,P112,W2,1,1920
2024-06-20,P157,W8,31,49910
2025-10-22,P190,W1,8,1928
2024-11-12,P116,W5,29,66845
2024-06-19,P121,W10,23,46138
2024-04-25,P111,W8,43,37969
2025-12-29,P110,W5,15,29970
2025-05-16,P136,W5,1,691
2024-03-12,P100,W4,7,13391
2025-02-02,P119,W6,45,71820
2024-09-10,P101,W7,10,5920
2025-10-23,P100,W6,24,52248
2025-12-05,P156,W8,37,64750
2024-08-18,P122,W7,47,53486
2024-07-12,P154,W4,1,2022
2025-01-01,P125,W10,3,7095
2025-04-10,P151,W7,15,26910
2025-07-11,P167,W5,41,98072
2024-10-10,P188,W8,30,10860
2025-06-01,P180,W1,12,11376
2025-07-04,P104,W3,41,39770
2024-12-20,P145,W10,38,57760
2024-01-19,P103,W10,8,14640
2025-02-21,P109,W3,16,20368
2024-08-10,P179,W10,29,64757
2025-10-22,P119,W1,44,65956
2025-09-19,P172,W2,40,45840
2025-06-29,P170,W6,10,16840
2025-11-26,P128,W4,6,4686
2024-02-01,P158,W6,25,13525
2024-09-11,P106,W4,46,93518
2024-06-16,P141,W10,26,19838
2025-09-02,P186,W5,25,49750
2024-06-11,P153,W7,11,2321
2024-05-05,P174,W2,6,600
2025-12-17,P157,W8,37,43956
2024-02-02,P149,W5,14,2506
2024-03-02,P184,W10,1,765
2025-08-11,P127,W4,10,1330
2025-01-09,P174,W10,43,73659
2025-09-13,P137,W10,10,22420
2025-09-02,P173,W10,23,21022
2025-03-23,P114,W5,11,12210
2024-08-01,P161,W2,6,14622
2025-01-30,P191,W10,48,49632
2025-06-24,P182,W8,21,21168
2024-04-23,P129,W6,40,16640
2025-08-05,P195,W1,15,35580
2024-05-08,P133,W6,1,1023
2025-10-12,P116,W6,2,3358
2024-12-04,P115,W8,42,64680
2024-09-14,P115,W2,29,5829
2025-11-28,P123,W1,44,93192
2025-05-09,P111,W3,28,11704
2024-09-29,P118,W3,48,61968
2024-12-13,P157,W7,13,18291
2024-06-19,P110,W3,12,23592
2025-09-10,P162,W7,37,22385
2024-10-25,P138,W3,27,66663
2024-07-07,P112,W6,22,53526
2024-12-18,P153,W2,40,64600
2025-10-10,P153,W4,19,42522
2024-08-25,P137,W10,29,11455
2025-10-05,P167,W9,13,19188
2025-02-24,P183,W4,15,22275
2025-10-30,P174,W5,33,21417
2024-12-19,P170,W2,42,68922
2024-12-17,P176,W5,6,5484
2024-12-04,P137,W7,34,25296
2024-10-07,P192,W10,45,99495
2024-06-19,P159,W5,23,16100
2024-01-09,P119,W6,4,3700
2024-04-09,P122,W5,39,71565
2024-03-13,P175,W8,13,22568
2024-09-21,P170,W5,16,21296
2025-10-02,P181,W7,37,90428
2025-11-30,P100,W5,15,7170
2025-12-10,P119,W8,42,43176
2024-02-21,P123,W10,37,82584
2025-03-19,P182,W9,31,46469
2024-12-02,P143,W9,26,39286
2024-02-11,P134,W2,39,96369
2024-03-27,P107,W1,4,5172
2024-12-25,P134,W8,46,64078
2025-11-02,P200,W5,17,10778
2024-10-19,P166,W1,14,23800
2024-05-27,P117,W8,9,17433
2024-11-06,P180,W6,49,113582
2024-01-17,P118,W1,1,1444
2025-07-02,P159,W6,11,23463
2025-09-28,P161,W8,6,5850
2025-07-30,P107,W7,30,61320
2024-05-22,P192,W7,49,65072
2024-05-23,P146,W9,27,6102
2024-01-01,P124,W3,22,11088
2025-01-21,P122,W10,15,18270
2024-11-12,P128,W1,6,6378
2024-03-15,P112,W5,10,2900
2024-11-25,P110,W9,39,38844
2024-06-20,P115,W6,6,14316
2025-05-14,P111,W7,43,20941
2025-06-17,P135,W7,43,47988
2024-01-03,P175,W5,12,11988
2025-01-11,P122,W6,30,19710
2025-12-09,P113,W5,19,4427
2025-04-08,P187,W9,29,60059
2025-09-11,P122,W1,34,83674
2024-06-26,P153,W4,6,10452
2024-01-07,P127,W3,49,13034
2024-05-18,P124,W6,14,29232
2025-04-13,P160,W3,24,50064
2024-07-19,P134,W3,16,13568
2025-02-04,P102,W8,3,6747
2024-06-28,P138,W6,38,85348
2024-08-17,P142,W10,48,105120
2024-08-17,P179,W9,3,3612
2024-12-19,P183,W5,14,12796
2025-12-18,P168,W4,15,23430
2025-06-01,P186,W9,41,59245
2024-01-28,P177,W7,46,111642
2025-08-02,P155,W9,36,51912
2025-01-08,P119,W3,4,5236
2025-09-17,P114,W7,31,59272
2025-08-24,P148,W4,1,1857
2024-04-20,P166,W4,47,66458
2024-09-25,P194,W7,27,46818
2024-02-03,P134,W3,33,16137
2025-10-01,P115,W1,13,5044
2025-02-16,P117,W5,36,57780
2024-05-24,P120,W7,25,18300
2024-02-07,P189,W7,9,13959
2024-09-13,P196,W2,23,51359
2025-01-16,P195,W5,33,59994
2025-01-22,P152,W1,9,3870
2025-02-02,P192,W9,1,398
2024-11-19,P131,W8,38,72542
2024-03-19,P187,W9,26,37778
2024-03-28,P170,W2,31,67983
2024-07-05,P154,W7,33,70851
2024-01-21,P199,W6,5,3405
2025-02-10,P171,W3,17,3502
